pair_id,MQ,family,n_annotations,winner,margin,raw,order_consistent,path_A,path_B
mqp_5001986,AA,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench002/M4/mq_123d22e696ec__wan14b__s43.mp4,bench_results/bench002/M4/mq_123d22e696ec__wan14b__s44.mp4
mqp_5001994,same,seed,3,a,1.0,"['1', '2']",True,bench_results/bench002/M3/cogvideox/mq_125eca1249f4__cogvideox__s42.mp4,bench_results/bench002/M3/cogvideox/mq_125eca1249f4__cogvideox__s44.mp4
mqp_5002001,same,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench002/M4/mq_12784619e225__wan14b__s44.mp4,bench_results/bench002/M3/ltx/mq_12784619e225__ltx__s42.mp4
mqp_5002005,same,S-S,3,a,1.0,"['1', '2']",True,bench_results/bench002/M4/mq_12a4f70e9951__wan14b__s42.mp4,bench_results/bench002/M2/cosmos_super/mq_12a4f70e9951__cosmos_super__s42.mp4
mqp_5002007,same,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench002/M2/cosmos_super/mq_12a4f70e9951__cosmos_super__s42.mp4,bench_results/bench002/M1/hunyuan/mq_12a4f70e9951__hunyuan__s44.mp4
mqp_5002018,B,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench002/M3/cogvideox/mq_12bd9a4d5699__cogvideox__s44.mp4,bench_results/bench002/M3/cogvideox/mq_12bd9a4d5699__cogvideox__s43.mp4
mqp_5002032,B,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/cosmos_super/mq_12e2eed11f76__cosmos_super__s43.mp4,bench_results/bench003/M2/cosmos_super/mq_12e2eed11f76__cosmos_super__s42.mp4
mqp_5002034,A,W-M,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_nano/mq_12e2eed11f76__cosmos_nano__s43.mp4,bench_results/bench003/M3/wan5b/mq_12e2eed11f76__wan5b__s42.mp4
mqp_5002036,B,M-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M1/wan14b/mq_13365ce8480c__wan14b__s44.mp4,bench_results/bench003/M2/cosmos_nano/mq_13365ce8480c__cosmos_nano__s42.mp4
mqp_5002049,BB,W-M,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/cogvideox/mq_13588732ff18__cogvideox__s44.mp4,bench_results/bench003/N1/videos/mq_13588732ff18__pangu__s44.mp4
mqp_5002069,B,W-M,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M3/wan5b/mq_139629223237__wan5b__s42.mp4,bench_results/bench003/N1/videos/mq_139629223237__pangu__s43.mp4
mqp_5002070,same,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_139629223237__ltx__s43.mp4,bench_results/bench003/M3/ltx/mq_139629223237__ltx__s44.mp4
mqp_5002074,A,S-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_super/mq_13a5324bf05d__cosmos_super__s44.mp4,bench_results/bench003/M1/wan14b/mq_13a5324bf05d__wan14b__s42.mp4
mqp_5002082,AA,M-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M1/hunyuan/mq_13e5e6c10630__hunyuan__s44.mp4,bench_results/bench003/M2/cosmos_nano/mq_13e5e6c10630__cosmos_nano__s42.mp4
mqp_5002088,same,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_13ff0151b738__ltx__s44.mp4,bench_results/bench003/M2/cosmos_super/mq_13ff0151b738__cosmos_super__s42.mp4
mqp_5002092,BB,W-M,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/cogvideox/mq_140323908b2c__cogvideox__s43.mp4,bench_results/bench003/N1/videos/mq_140323908b2c__pangu__s42.mp4
mqp_5002097,AA,W-W,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/wan5b/mq_1408b4a4f9d1__wan5b__s43.mp4,bench_results/bench003/M3/cogvideox/mq_1408b4a4f9d1__cogvideox__s44.mp4
mqp_5002108,B,M-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_nano/mq_14306aff13ea__cosmos_nano__s44.mp4,bench_results/bench003/M2/cosmos_super/mq_14306aff13ea__cosmos_super__s44.mp4
mqp_5002114,B,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_super/mq_14356c624a82__cosmos_super__s44.mp4,bench_results/bench003/M2/cosmos_super/mq_14356c624a82__cosmos_super__s42.mp4
mqp_5002117,AA,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/cosmos_super/mq_144043d8e3ef__cosmos_super__s43.mp4,bench_results/bench003/M1/hunyuan/mq_144043d8e3ef__hunyuan__s43.mp4
mqp_5002125,A,M-S,3,tie,0.0,"['2', '2']",False,bench_results/bench003/M2/cosmos_nano/mq_144bff62eed6__cosmos_nano__s42.mp4,bench_results/bench003/M1/wan14b/mq_144bff62eed6__wan14b__s43.mp4
mqp_5002130,same,W-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M3/ltx/mq_144d532de90a__ltx__s42.mp4,bench_results/bench003/M3/wan5b/mq_144d532de90a__wan5b__s42.mp4
mqp_5002134,A,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/cosmos_super/mq_14592af3ba3e__cosmos_super__s43.mp4,bench_results/bench003/M1/wan14b/mq_14592af3ba3e__wan14b__s42.mp4
mqp_5002140,B,W-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/cogvideox/mq_1480a057abf6__cogvideox__s44.mp4,bench_results/bench003/M1/hunyuan/mq_1480a057abf6__hunyuan__s44.mp4
mqp_5002142,B,W-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/cogvideox/mq_1480a057abf6__cogvideox__s44.mp4,bench_results/bench003/M2/cosmos_super/mq_1480a057abf6__cosmos_super__s42.mp4
mqp_5002147,same,M-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M3/ltx/mq_1486ebdbb62b__ltx__s42.mp4,bench_results/bench003/M2/cosmos_nano/mq_1486ebdbb62b__cosmos_nano__s43.mp4
mqp_5002148,A,M-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/ltx/mq_148cf2b736bf__ltx__s42.mp4,bench_results/bench003/N1/videos/mq_148cf2b736bf__pangu__s43.mp4
mqp_5002156,A,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/wan5b/mq_149b353889c9__wan5b__s44.mp4,bench_results/bench003/M3/wan5b/mq_149b353889c9__wan5b__s42.mp4
mqp_5002157,same,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/wan14b/mq_149b353889c9__wan14b__s42.mp4,bench_results/bench003/M1/hunyuan/mq_149b353889c9__hunyuan__s43.mp4
mqp_5002173,same,M-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M3/wan14b/mq_14c38f378c57__wan14b__s44.mp4,bench_results/bench003/M2/cosmos_nano/mq_14c38f378c57__cosmos_nano__s42.mp4
mqp_5002176,BB,M-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/wan14b/mq_14d2bce01f6e__wan14b__s44.mp4,bench_results/bench003/N1/videos/mq_14d2bce01f6e__pangu__s42.mp4
mqp_5002180,A,W-W,3,tie,0.0,"['2', '2']",False,bench_results/bench003/M3/wan5b/mq_14ec0215e867__wan5b__s43.mp4,bench_results/bench003/M3/cogvideox/mq_14ec0215e867__cogvideox__s42.mp4
mqp_5002187,A,M-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_14ececc3ed71__ltx__s42.mp4,bench_results/bench003/M2/cosmos_nano/mq_14ececc3ed71__cosmos_nano__s43.mp4
mqp_5002191,B,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M3/ltx/mq_1502baf4c0c7__ltx__s42.mp4,bench_results/bench003/M3/ltx/mq_1502baf4c0c7__ltx__s44.mp4
mqp_5002192,BB,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/N1/videos/mq_15083b8bda01__pangu__s43.mp4,bench_results/bench003/N1/videos/mq_15083b8bda01__pangu__s44.mp4
mqp_5002194,BB,W-S,3,tie,0.0,"['2', '2']",False,bench_results/bench003/M2/cosmos_super/mq_15083b8bda01__cosmos_super__s44.mp4,bench_results/bench003/M3/wan5b/mq_15083b8bda01__wan5b__s44.mp4
mqp_5002207,BB,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_1566b4580458__ltx__s44.mp4,bench_results/bench003/M2/cosmos_super/mq_1566b4580458__cosmos_super__s44.mp4
mqp_5002216,B,W-M,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/cogvideox/mq_15a398fc885d__cogvideox__s43.mp4,bench_results/bench003/M2/cosmos_nano/mq_15a398fc885d__cosmos_nano__s44.mp4
mqp_5002237,A,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_nano/mq_164266406fe1__cosmos_nano__s43.mp4,bench_results/bench003/M2/cosmos_nano/mq_164266406fe1__cosmos_nano__s44.mp4
mqp_5002240,A,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/wan5b/mq_1660140b42ae__wan5b__s44.mp4,bench_results/bench003/M3/wan5b/mq_1660140b42ae__wan5b__s42.mp4
mqp_5002243,same,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/cogvideox/mq_1660140b42ae__cogvideox__s42.mp4,bench_results/bench003/M3/cogvideox/mq_1660140b42ae__cogvideox__s44.mp4
mqp_5002245,A,W-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M2/cosmos_super/mq_166abf768b16__cosmos_super__s44.mp4,bench_results/bench003/M3/cogvideox/mq_166abf768b16__cogvideox__s43.mp4
mqp_5002246,same,M-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M2/cosmos_super/mq_166abf768b16__cosmos_super__s42.mp4,bench_results/bench003/M2/cosmos_nano/mq_166abf768b16__cosmos_nano__s43.mp4
mqp_5002256,AA,S-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_super/mq_16e791bc00c3__cosmos_super__s43.mp4,bench_results/bench003/M4/mq_16e791bc00c3__wan14b__s43.mp4
mqp_5002262,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/N1/videos/mq_171ee836f8fe__pangu__s42.mp4,bench_results/bench003/N1/videos/mq_171ee836f8fe__pangu__s44.mp4
mqp_5002264,same,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M1/hunyuan/mq_17282f5822e9__hunyuan__s43.mp4,bench_results/bench003/M1/hunyuan/mq_17282f5822e9__hunyuan__s42.mp4
mqp_5002273,AA,M-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M4/mq_1731a22b013e__wan14b__s42.mp4,bench_results/bench003/M2/cosmos_nano/mq_1731a22b013e__cosmos_nano__s43.mp4
mqp_5002274,B,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M4/mq_1731a22b013e__wan14b__s44.mp4,bench_results/bench003/M3/ltx/mq_1731a22b013e__ltx__s42.mp4
mqp_5002293,B,M-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/N1/videos/mq_174e55ed2d09__pangu__s43.mp4,bench_results/bench003/M3/ltx/mq_174e55ed2d09__ltx__s42.mp4
mqp_5002297,A,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M4/mq_1797ac806185__wan14b__s43.mp4,bench_results/bench003/M4/mq_1797ac806185__wan14b__s44.mp4
mqp_5002303,B,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/wan5b/mq_17980de0ded1__wan5b__s44.mp4,bench_results/bench003/M3/wan5b/mq_17980de0ded1__wan5b__s42.mp4
mqp_5002306,same,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_179fec7c73b9__ltx__s44.mp4,bench_results/bench003/M4/mq_179fec7c73b9__wan14b__s44.mp4
mqp_5002311,A,M-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M2/cosmos_super/mq_17a4bd6a7911__cosmos_super__s44.mp4,bench_results/bench003/M2/cosmos_nano/mq_17a4bd6a7911__cosmos_nano__s43.mp4
mqp_5002327,AA,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_super/mq_17e63af5823a__cosmos_super__s43.mp4,bench_results/bench003/M2/cosmos_super/mq_17e63af5823a__cosmos_super__s42.mp4
mqp_5002342,B,W-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/cogvideox/mq_187f61857683__cogvideox__s44.mp4,bench_results/bench003/M2/cosmos_super/mq_187f61857683__cosmos_super__s43.mp4
mqp_5002345,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/N1/videos/mq_187f96edfcd1__pangu__s44.mp4,bench_results/bench003/N1/videos/mq_187f96edfcd1__pangu__s42.mp4
mqp_5002348,same,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/cosmos_nano/mq_189441407897__cosmos_nano__s43.mp4,bench_results/bench003/M2/cosmos_nano/mq_189441407897__cosmos_nano__s42.mp4
mqp_5002369,same,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M1/hunyuan/mq_18d5b66f3573__hunyuan__s43.mp4,bench_results/bench003/M4/mq_18d5b66f3573__wan14b__s44.mp4
mqp_5002370,same,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M1/hunyuan/mq_18d5b66f3573__hunyuan__s43.mp4,bench_results/bench003/M1/hunyuan/mq_18d5b66f3573__hunyuan__s44.mp4
mqp_5002383,B,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_190dab585df0__ltx__s43.mp4,bench_results/bench003/M1/hunyuan/mq_190dab585df0__hunyuan__s42.mp4
mqp_5002389,same,W-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/cogvideox/mq_19234e7a66ba__cogvideox__s43.mp4,bench_results/bench003/M4/mq_19234e7a66ba__wan14b__s42.mp4
mqp_5002391,A,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/wan5b/mq_19234e7a66ba__wan5b__s42.mp4,bench_results/bench003/M3/wan5b/mq_19234e7a66ba__wan5b__s43.mp4
mqp_5002395,B,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_1957d60a85ad__ltx__s44.mp4,bench_results/bench003/M2/cosmos_super/mq_1957d60a85ad__cosmos_super__s42.mp4
mqp_5002396,same,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/ltx/mq_1969d8d8cd96__ltx__s42.mp4,bench_results/bench003/M3/ltx/mq_1969d8d8cd96__ltx__s43.mp4
mqp_5002412,B,M-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_nano/mq_19a7488a229a__cosmos_nano__s43.mp4,bench_results/bench003/M2/cosmos_super/mq_19a7488a229a__cosmos_super__s43.mp4
mqp_5002421,AA,W-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_19e0cdfaefb2__ltx__s42.mp4,bench_results/bench003/M3/cogvideox/mq_19e0cdfaefb2__cogvideox__s44.mp4
mqp_5002432,same,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_super/mq_1a020d7b0e34__cosmos_super__s43.mp4,bench_results/bench003/M2/cosmos_super/mq_1a020d7b0e34__cosmos_super__s44.mp4
mqp_5002436,B,M-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/cosmos_nano/mq_1a1e8f628e8f__cosmos_nano__s43.mp4,bench_results/bench003/M2/cosmos_super/mq_1a1e8f628e8f__cosmos_super__s42.mp4
mqp_5002441,same,M-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/N1/videos/mq_1a2978d6ab62__pangu__s44.mp4,bench_results/bench003/M3/ltx/mq_1a2978d6ab62__ltx__s42.mp4
mqp_5002449,B,W-W,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/cogvideox/mq_1a3392999890__cogvideox__s44.mp4,bench_results/bench003/M3/wan5b/mq_1a3392999890__wan5b__s43.mp4
mqp_5002450,BB,W-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/cogvideox/mq_1a3392999890__cogvideox__s43.mp4,bench_results/bench003/M4/mq_1a3392999890__wan14b__s44.mp4
mqp_5002456,B,M-S,3,tie,0.0,"['2', '2']",False,bench_results/bench003/M4/mq_1a55407297a7__wan14b__s42.mp4,bench_results/bench003/M2/cosmos_nano/mq_1a55407297a7__cosmos_nano__s44.mp4
mqp_5002463,same,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M4/mq_1a70391806a7__wan14b__s43.mp4,bench_results/bench003/M3/ltx/mq_1a70391806a7__ltx__s42.mp4
mqp_5002466,A,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M4/mq_1a773ed7ac1f__wan14b__s42.mp4,bench_results/bench003/M4/mq_1a773ed7ac1f__wan14b__s44.mp4
mqp_5002482,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M3/wan5b/mq_1b145081f3d1__wan5b__s42.mp4,bench_results/bench003/M3/wan5b/mq_1b145081f3d1__wan5b__s43.mp4
mqp_5002487,same,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/cogvideox/mq_1b301d0f28d4__cogvideox__s43.mp4,bench_results/bench003/M3/cogvideox/mq_1b301d0f28d4__cogvideox__s42.mp4
mqp_5002488,A,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M2/cosmos_super/mq_1b3246523469__cosmos_super__s44.mp4,bench_results/bench003/M2/cosmos_super/mq_1b3246523469__cosmos_super__s42.mp4
mqp_5002495,A,S-S,3,tie,0.0,"['2', '2']",False,bench_results/bench003/M4/mq_1b3a527f0e5c__wan14b__s43.mp4,bench_results/bench003/M3/ltx/mq_1b3a527f0e5c__ltx__s42.mp4
mqp_5002496,A,M-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M2/cosmos_nano/mq_1b94b780a1f7__cosmos_nano__s42.mp4,bench_results/bench003/M4/mq_1b94b780a1f7__wan14b__s42.mp4
mqp_5002504,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/N1/videos/mq_1bb6b984c0dc__pangu__s44.mp4,bench_results/bench003/N1/videos/mq_1bb6b984c0dc__pangu__s42.mp4
mqp_5002506,same,M-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_nano/mq_1bb6b984c0dc__cosmos_nano__s42.mp4,bench_results/bench003/M1/hunyuan/mq_1bb6b984c0dc__hunyuan__s42.mp4
mqp_5002514,B,W-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/wan5b/mq_1bcad8026c9c__wan5b__s42.mp4,bench_results/bench003/M4/mq_1bcad8026c9c__wan14b__s44.mp4
mqp_5002517,same,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_1bd5c9c76919__ltx__s42.mp4,bench_results/bench003/M3/ltx/mq_1bd5c9c76919__ltx__s43.mp4
mqp_5002537,same,S-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M2/cosmos_super/mq_1c240d3eabb0__cosmos_super__s42.mp4,bench_results/bench003/M3/ltx/mq_1c240d3eabb0__ltx__s43.mp4
mqp_5002544,same,M-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/cosmos_nano/mq_1c923a1ce0d9__cosmos_nano__s42.mp4,bench_results/bench003/M3/ltx/mq_1c923a1ce0d9__ltx__s42.mp4
mqp_5002547,same,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/cogvideox/mq_1c923a1ce0d9__cogvideox__s44.mp4,bench_results/bench003/M3/cogvideox/mq_1c923a1ce0d9__cogvideox__s43.mp4
mqp_5002551,A,W-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/ltx/mq_1ca07409fc9d__ltx__s43.mp4,bench_results/bench003/M3/cogvideox/mq_1ca07409fc9d__cogvideox__s44.mp4
mqp_5002563,B,W-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M4/mq_1d384cf9dfff__wan14b__s43.mp4,bench_results/bench003/M3/wan5b/mq_1d384cf9dfff__wan5b__s44.mp4
mqp_5002572,same,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_1d458ac899bf__ltx__s44.mp4,bench_results/bench003/M4/mq_1d458ac899bf__wan14b__s42.mp4
mqp_5002573,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M3/wan5b/mq_1d458ac899bf__wan5b__s43.mp4,bench_results/bench003/M3/wan5b/mq_1d458ac899bf__wan5b__s42.mp4
mqp_5002576,B,M-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M1/hunyuan/mq_1d696a6262b2__hunyuan__s42.mp4,bench_results/bench003/M2/cosmos_nano/mq_1d696a6262b2__cosmos_nano__s44.mp4
mqp_5002584,same,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/ltx/mq_1dcc2a06a764__ltx__s42.mp4,bench_results/bench003/M3/ltx/mq_1dcc2a06a764__ltx__s43.mp4
mqp_5002588,B,S-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_super/mq_1dd7a390a962__cosmos_super__s43.mp4,bench_results/bench003/M4/mq_1dd7a390a962__wan14b__s43.mp4
mqp_5002592,same,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M1/hunyuan/mq_1dea1f915f3d__hunyuan__s43.mp4,bench_results/bench003/M1/hunyuan/mq_1dea1f915f3d__hunyuan__s44.mp4
mqp_5002600,same,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_super/mq_1e1446cb3823__cosmos_super__s44.mp4,bench_results/bench003/M2/cosmos_super/mq_1e1446cb3823__cosmos_super__s42.mp4
mqp_5002603,BB,W-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/cogvideox/mq_1e1446cb3823__cogvideox__s42.mp4,bench_results/bench003/M2/cosmos_super/mq_1e1446cb3823__cosmos_super__s43.mp4
mqp_5002611,AA,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M3/ltx/mq_1e210be3a807__ltx__s42.mp4,bench_results/bench003/M3/ltx/mq_1e210be3a807__ltx__s44.mp4
mqp_5002620,B,M-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/N2/videos/mq_1e505dc677f6__pangu__s42.mp4,bench_results/bench003/M3/ltx/mq_1e505dc677f6__ltx__s43.mp4
mqp_5002624,A,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/cogvideox/mq_1e6016c1fd0a__cogvideox__s43.mp4,bench_results/bench003/M3/cogvideox/mq_1e6016c1fd0a__cogvideox__s44.mp4
mqp_5002629,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M2/cosmos_super/mq_1e6f7a34af07__cosmos_super__s43.mp4,bench_results/bench003/M2/cosmos_super/mq_1e6f7a34af07__cosmos_super__s44.mp4
mqp_5002631,AA,M-M,3,a,1.0,"['1', '2']",True,bench_results/bench003/N2/videos/mq_1e6f7a34af07__pangu__s43.mp4,bench_results/bench003/M2/cosmos_nano/mq_1e6f7a34af07__cosmos_nano__s42.mp4
mqp_5002638,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M4/mq_1e86b853236f__wan14b__s42.mp4,bench_results/bench003/M4/mq_1e86b853236f__wan14b__s43.mp4
mqp_5002659,A,W-M,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/cosmos_nano/mq_1f006b0cdb18__cosmos_nano__s44.mp4,bench_results/bench003/M3/cogvideox/mq_1f006b0cdb18__cogvideox__s44.mp4
mqp_5002661,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/N2/videos/mq_1f01fa3e5c7a__pangu__s44.mp4,bench_results/bench003/N2/videos/mq_1f01fa3e5c7a__pangu__s42.mp4
mqp_5002664,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M2/cosmos_nano/mq_1f108a8c4ab3__cosmos_nano__s43.mp4,bench_results/bench003/M2/cosmos_nano/mq_1f108a8c4ab3__cosmos_nano__s44.mp4
mqp_5002672,A,W-W,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/wan5b/mq_1f4b2e482d03__wan5b__s44.mp4,bench_results/bench003/M3/cogvideox/mq_1f4b2e482d03__cogvideox__s43.mp4
mqp_5002679,same,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/cogvideox/mq_1f87b3b4e696__cogvideox__s44.mp4,bench_results/bench003/M3/cogvideox/mq_1f87b3b4e696__cogvideox__s43.mp4
mqp_5002682,AA,S-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_super/mq_1fb89c257181__cosmos_super__s43.mp4,bench_results/bench003/M4/mq_1fb89c257181__wan14b__s44.mp4
mqp_5002685,A,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/M3/wan5b/mq_1fba3785a96b__wan5b__s42.mp4,bench_results/bench003/M3/wan5b/mq_1fba3785a96b__wan5b__s43.mp4
mqp_5002699,A,W-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/cosmos_super/mq_2068ece028e8__cosmos_super__s42.mp4,bench_results/bench003/M3/wan5b/mq_2068ece028e8__wan5b__s43.mp4
mqp_5002707,BB,seed,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M2/cosmos_nano/mq_208d681fe278__cosmos_nano__s44.mp4,bench_results/bench003/M2/cosmos_nano/mq_208d681fe278__cosmos_nano__s43.mp4
mqp_5002711,BB,M-M,3,tie,0.0,"['2', '2']",False,bench_results/bench003/N2/videos/mq_209055c96bdc__pangu__s42.mp4,bench_results/bench003/M2/cosmos_nano/mq_209055c96bdc__cosmos_nano__s42.mp4
mqp_5002727,same,M-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M2/cosmos_nano/mq_210bb1138fe3__cosmos_nano__s42.mp4,bench_results/bench003/M2/cosmos_super/mq_210bb1138fe3__cosmos_super__s44.mp4
mqp_5002730,BB,seed,3,a,1.0,"['1', '2']",True,bench_results/bench003/N2/videos/mq_219ab659f6a7__pangu__s44.mp4,bench_results/bench003/N2/videos/mq_219ab659f6a7__pangu__s43.mp4
mqp_5002735,A,W-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_21eca5cd40ef__ltx__s42.mp4,bench_results/bench003/M3/cogvideox/mq_21eca5cd40ef__cogvideox__s43.mp4
mqp_5002740,same,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M1/hunyuan/mq_223a9b230088__hunyuan__s42.mp4,bench_results/bench003/M1/hunyuan/mq_223a9b230088__hunyuan__s44.mp4
mqp_5002746,A,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M1/hunyuan/mq_224b90b61dcc__hunyuan__s43.mp4,bench_results/bench003/M3/ltx/mq_224b90b61dcc__ltx__s43.mp4
mqp_5002754,same,S-S,3,b,-1.0,"['2', '1']",True,bench_results/bench003/M3/ltx/mq_22c385d5856e__ltx__s44.mp4,bench_results/bench003/M4/mq_22c385d5856e__wan14b__s44.mp4
mqp_5002765,A,seed,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M4/mq_23054f81d86f__wan14b__s42.mp4,bench_results/bench003/M4/mq_23054f81d86f__wan14b__s44.mp4
mqp_5002772,A,W-S,3,a,1.0,"['1', '2']",True,bench_results/bench003/M4/mq_2325aa9326ca__wan14b__s43.mp4,bench_results/bench003/M3/wan5b/mq_2325aa9326ca__wan5b__s44.mp4
mqp_5002775,B,S-S,3,tie,0.0,"['1', '1']",False,bench_results/bench003/M3/ltx/mq_2325aa9326ca__ltx__s42.mp4,bench_results/bench003/M2/cosmos_super/mq_2325aa9326ca__cosmos_super__s43.mp4
